









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Lineated Barbet (<em class="sci">Psilopogon lineatus</em>)	0.1632653	0.2541436	0.258427	0.1927273	0.2233503	0.2525253	0.2307692	0.2027027	0.2307692	0.2733813	0.2487562	0.2191358	0.1569507	0.1538462	0.175	0.255814	0.0779221	0.3181818	0.175	0.368932	0.3939394	0.1111111	0.2040816	0.1538462	0.1481481	0.4545455	0.2272727	0.0681818	0.0	0.0952381	0.5	0.2307692	0.2222222	0.1724138	0.125	0.125	0.1290323	0.245614	0.125	0.1830986	0.2075472	0.2105263	0.1751825	0.1914894	0.2020202	0.190184	0.1437126	0.1402878	
Psilopogon sp. (<em class="sci">Psilopogon sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	
asian barbet sp. (<em class="sci">Megalaimidae sp.</em>)	0.0068027	0.0	0.0	0.0072727	0.0050761	0.0015	0.0177515	0.0	0.0059172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145985	0.0106383	0.0	0.0	0.0	0.0	
Speckled Piculet (<em class="sci">Picumnus innominatus</em>)	0.0	0.0	0.0	0.0145455	0.0	0.0050505	0.0	0.009009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	
White-browed Piculet (<em class="sci">Sasia ochracea</em>)	0.0068027	0.0552486	0.0393258	0.04	0.071066	0.0757576	0.035503	0.0585586	0.1094675	0.0827338	0.0646766	0.0771605	0.0717489	0.0512821	0.05	0.0232558	0.0779221	0.0530303	0.025	0.0	0.0909091	0.0740741	0.0612245	0.025641	0.037037	0.0	0.0909091	0.0227273	0.0	0.0	0.0	0.0015	0.0	0.0689655	0.0	0.0	0.0645161	0.1754386	0.075	0.0422535	0.0188679	0.0421053	0.0218978	0.0851064	0.0707071	0.1165644	0.0359281	0.0503597	
Heart-spotted Woodpecker (<em class="sci">Hemicircus canente</em>)	0.0272109	0.0497238	0.0730337	0.1018182	0.1015228	0.0505051	0.0710059	0.0855856	0.0769231	0.1079137	0.079602	0.0771605	0.0672646	0.1111111	0.0375	0.1085271	0.0779221	0.1060606	0.1	0.0873786	0.0909091	0.0	0.0816327	0.025641	0.0	0.0454545	0.1363636	0.0681818	0.0	0.047619	0.5	0.0769231	0.0015	0.0689655	0.0625	0.015625	0.0322581	0.0350877	0.0015	0.0985915	0.0754717	0.0631579	0.0437956	0.0744681	0.0909091	0.1595092	0.0179641	0.0395683	
Grey-capped Pygmy Woodpecker (<em class="sci">Yungipicus canicapillus</em>)	0.0068027	0.0220994	0.0505618	0.0472727	0.0203046	0.030303	0.035503	0.027027	0.0295858	0.028777	0.0298507	0.0493827	0.044843	0.0512821	0.025	0.0232558	0.0649351	0.030303	0.0375	0.0	0.0	0.0	0.0408163	0.025641	0.0	0.0	0.0	0.0227273	0.0	0.047619	0.0	0.0769231	0.1111111	0.0689655	0.0	0.046875	0.0322581	0.0175439	0.025	0.0140845	0.0943396	0.0631579	0.0145985	0.0212766	0.0015	0.0184049	0.011976	0.0251799	
Freckle-breasted Woodpecker (<em class="sci">Dendrocopos analis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045045	0.0	0.0035971	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0	
Bay Woodpecker (<em class="sci">Blythipicus pyrrhotis</em>)	0.0068027	0.0110497	0.0449438	0.0145455	0.035533	0.0050505	0.0118343	0.036036	0.0177515	0.0143885	0.0248756	0.0123457	0.0134529	0.008547	0.0015	0.0155039	0.0	0.0151515	0.0125	0.0015	0.0	0.0	0.0408163	0.0	0.0	0.0454545	0.0454545	0.0227273	0.0	0.0	0.0	0.0	0.0	0.1034483	0.0	0.0	0.0	0.0350877	0.0	0.0140845	0.0188679	0.0105263	0.0	0.0	0.010101	0.0	0.0	0.0179856	
Greater Flameback (<em class="sci">Chrysocolaptes guttacristatus</em>)	0.0680272	0.0939227	0.1573034	0.1272727	0.1573604	0.1212121	0.1420118	0.0945946	0.1272189	0.1366906	0.1044776	0.0864198	0.0627803	0.1025641	0.1	0.0852713	0.0519481	0.1363636	0.2125	0.1359223	0.0909091	0.037037	0.1020408	0.0512821	0.0740741	0.1363636	0.0454545	0.0681818	0.0	0.1428571	0.0	0.0015	0.1111111	0.137931	0.0625	0.046875	0.0967742	0.0877193	0.075	0.084507	0.1886792	0.0947368	0.1532847	0.0425532	0.1212121	0.1165644	0.1017964	0.1582734	
Rufous Woodpecker (<em class="sci">Micropternus brachyurus</em>)	0.0	0.0276243	0.0674157	0.0290909	0.0152284	0.0757576	0.0414201	0.0315315	0.056213	0.0935252	0.0845771	0.0833333	0.044843	0.042735	0.0875	0.0697674	0.025974	0.0454545	0.0625	0.0194175	0.1212121	0.037037	0.1836735	0.025641	0.0	0.0454545	0.1363636	0.0	0.25	0.047619	0.0	0.0769231	0.1111111	0.1724138	0.125	0.046875	0.0	0.0	0.05	0.0422535	0.0377358	0.0105263	0.0583942	0.0425532	0.010101	0.0245399	0.0299401	0.0251799	
Black-and-buff Woodpecker (<em class="sci">Meiglyptes jugularis</em>)	0.0272109	0.0718232	0.0674157	0.0981818	0.1269036	0.1060606	0.1183432	0.0810811	0.1508876	0.0683453	0.0895522	0.117284	0.0986547	0.0940171	0.1375	0.1162791	0.1688312	0.1818182	0.075	0.0679612	0.0909091	0.1111111	0.1428571	0.1282051	0.0	0.1363636	0.0454545	0.0227273	0.0	0.0	0.0	0.0769231	0.1111111	0.0689655	0.125	0.15625	0.0	0.0350877	0.075	0.1267606	0.0188679	0.0631579	0.080292	0.106383	0.0505051	0.0490798	0.0658683	0.0755396	
Pale-headed Woodpecker (<em class="sci">Gecinulus grantia</em>)	0.0544218	0.0552486	0.0617978	0.0472727	0.0659898	0.0858586	0.0887574	0.0630631	0.0710059	0.0719424	0.039801	0.0987654	0.0538117	0.0769231	0.05	0.0775194	0.0519481	0.1287879	0.075	0.0291262	0.0015	0.0	0.0816327	0.0015	0.0	0.0454545	0.0	0.0454545	0.0	0.0	0.0	0.0769231	0.1111111	0.1034483	0.0	0.03125	0.0322581	0.122807	0.025	0.0422535	0.0	0.0315789	0.0218978	0.0957447	0.0606061	0.0490798	0.0538922	0.0395683	
Common Flameback (<em class="sci">Dinopium javanense</em>)	0.2108844	0.2375691	0.2752809	0.3054545	0.2081218	0.2575758	0.2366864	0.1981982	0.2573964	0.2194245	0.2537313	0.2006173	0.1659193	0.2307692	0.2375	0.2790698	0.1818182	0.4469697	0.225	0.2330097	0.2424242	0.2962963	0.2040816	0.2564103	0.2592593	0.1818182	0.4090909	0.2272727	0.25	0.2857143	0.5	0.3076923	0.4444444	0.3103448	0.3125	0.296875	0.3225806	0.245614	0.175	0.2253521	0.2264151	0.2736842	0.1459854	0.2340426	0.1717172	0.3190184	0.2275449	0.1582734	
flameback sp. (<em class="sci">Chrysocolaptes/Dinopium sp.</em>)	0.0068027	0.0055249	0.0224719	0.0	0.0015	0.0050505	0.0059172	0.009009	0.0	0.0	0.0049751	0.0030864	0.0	0.0015	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0377358	0.0015	0.0	0.0	0.030303	0.0	0.0	0.0035971	
Lesser Yellownape (<em class="sci">Picus chlorolophus</em>)	0.0272109	0.0552486	0.0730337	0.08	0.071066	0.1212121	0.0473373	0.0675676	0.0532544	0.1223022	0.119403	0.1141975	0.0627803	0.1623932	0.2	0.1550388	0.1168831	0.3712121	0.2	0.1359223	0.1515152	0.1111111	0.1836735	0.1794872	0.1111111	0.0454545	0.2727273	0.0909091	0.25	0.047619	0.0	0.0	0.2222222	0.137931	0.0625	0.234375	0.1290323	0.0877193	0.175	0.084507	0.0566038	0.0842105	0.0729927	0.0638298	0.0909091	0.0736196	0.0838323	0.0611511	
Laced Woodpecker (<em class="sci">Picus vittatus</em>)	0.122449	0.2099448	0.247191	0.2545455	0.248731	0.2222222	0.2899408	0.1801802	0.2514793	0.2625899	0.278607	0.3117284	0.2421525	0.2051282	0.225	0.255814	0.2857143	0.2575758	0.1875	0.1553398	0.2121212	0.1481481	0.244898	0.1282051	0.3333333	0.3181818	0.3181818	0.1136364	0.75	0.2380952	0.0	0.1538462	0.1111111	0.3103448	0.1875	0.171875	0.1290323	0.1403509	0.125	0.2676056	0.2264151	0.1473684	0.1386861	0.2340426	0.1212121	0.2699387	0.1796407	0.1582734	
Grey-headed Woodpecker (<em class="sci">Picus canus</em>)	0.0272109	0.0015	0.011236	0.0181818	0.0203046	0.0151515	0.0295858	0.0315315	0.0384615	0.0431655	0.0149254	0.037037	0.0313901	0.017094	0.0875	0.0930233	0.012987	0.030303	0.05	0.0776699	0.0606061	0.037037	0.0204082	0.0	0.0	0.1818182	0.0015	0.0454545	0.0	0.0015	0.25	0.0	0.2222222	0.0344828	0.0625	0.140625	0.0645161	0.0	0.0	0.028169	0.0	0.0	0.0145985	0.0106383	0.010101	0.0122699	0.0179641	0.0107914	
Greater Yellownape (<em class="sci">Chrysophlegma flavinucha</em>)	0.0204082	0.0110497	0.0224719	0.0218182	0.035533	0.0252525	0.0177515	0.036036	0.035503	0.0395683	0.0149254	0.0401235	0.0313901	0.042735	0.025	0.0775194	0.025974	0.0606061	0.1125	0.0679612	0.0	0.0	0.0204082	0.0512821	0.0	0.0	0.0	0.0454545	0.0	0.047619	0.25	0.0	0.1111111	0.1034483	0.0	0.0	0.0322581	0.0350877	0.0	0.0422535	0.0943396	0.0210526	0.0	0.0531915	0.030303	0.0306748	0.0359281	0.0359712	
Lesser/Greater Yellownape (<em class="sci">Picus chlorolophus/Chrysophlegma flavinucha</em>)	0.0	0.0015	0.0	0.0036364	0.0050761	0.0015	0.0	0.0	0.0	0.0035971	0.0049751	0.0030864	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.005988	0.0035971	
Great Slaty Woodpecker (<em class="sci">Mulleripicus pulverulentus</em>)	0.0340136	0.0165746	0.0168539	0.0327273	0.0456853	0.0606061	0.0414201	0.0675676	0.0266272	0.0251799	0.039801	0.0833333	0.0313901	0.0598291	0.0125	0.0232558	0.038961	0.0075758	0.1	0.0	0.0606061	0.037037	0.0204082	0.0	0.0	0.0	0.0454545	0.0227273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0140845	0.0188679	0.0015	0.0072993	0.0319149	0.010101	0.006135	0.0015	0.0143885	
White-bellied Woodpecker (<em class="sci">Dryocopus javensis</em>)	0.0408163	0.0055249	0.0449438	0.0145455	0.0558376	0.0252525	0.0532544	0.0585586	0.0236686	0.0395683	0.0646766	0.0339506	0.0493274	0.0512821	0.0375	0.0310078	0.0519481	0.030303	0.025	0.038835	0.030303	0.037037	0.0204082	0.0	0.0	0.0454545	0.0454545	0.0227273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015625	0.0	0.0175439	0.025	0.028169	0.0377358	0.0210526	0.0218978	0.0638298	0.0606061	0.0613497	0.0299401	0.028777	
woodpecker sp. (<em class="sci">Picidae sp.</em>)	0.0068027	0.0055249	0.0	0.0109091	0.0101523	0.0050505	0.0059172	0.0045045	0.0059172	0.0	0.0049751	0.0	0.0	0.0	0.0	0.0155039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0512821	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.010101	0.0184049	0.0	0.0035971	
Collared Falconet (<em class="sci">Microhierax caerulescens</em>)	0.0816327	0.0662983	0.0505618	0.0472727	0.0812183	0.0757576	0.0473373	0.0495495	0.0769231	0.0647482	0.0547264	0.0771605	0.0358744	0.025641	0.0625	0.0852713	0.0519481	0.25	0.125	0.0582524	0.0606061	0.037037	0.122449	0.1025641	0.1111111	0.0909091	0.2727273	0.1136364	0.25	0.1904762	0.0015	0.1538462	0.3333333	0.137931	0.125	0.125	0.0645161	0.0701754	0.0015	0.056338	0.1320755	0.0736842	0.0583942	0.0319149	0.1010101	0.1104294	0.0538922	0.0719424	
White-rumped Falcon (<em class="sci">Neohierax insignis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029586	0.0035971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian Kestrel (<em class="sci">Falco tinnunculus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
Oriental Hobby (<em class="sci">Falco severus</em>)	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071942	
Peregrine Falcon (<em class="sci">Falco peregrinus</em>)	0.0068027	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0099502	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.010101	0.0	0.005988	0.0	
falcon sp. (<em class="sci">Falco sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0059172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
diurnal raptor sp. (<em class="sci">Accipitriformes/Falconiformes sp.</em>)	0.0	0.0	0.0	0.0072727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0	
Psittacula sp. (<em class="sci">Psittacula sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	
Vernal Hanging-Parrot (<em class="sci">Loriculus vernalis</em>)	0.1292517	0.2154696	0.2865169	0.2327273	0.2994924	0.2979798	0.2721893	0.2342342	0.2485207	0.2230216	0.3233831	0.2901235	0.2421525	0.1794872	0.1125	0.2248062	0.2207792	0.3484848	0.1625	0.2427184	0.0909091	0.1111111	0.0816327	0.0512821	0.1111111	0.0909091	0.2727273	0.0454545	0.0	0.1904762	0.25	0.1538462	0.2222222	0.137931	0.0625	0.1875	0.0322581	0.2280702	0.125	0.1126761	0.1132075	0.1473684	0.1605839	0.1808511	0.1717172	0.2515337	0.1197605	0.2482014	
parakeet sp. (<em class="sci">Psittaciformes sp. (parakeet sp.)</em>)	0.0204082	0.0110497	0.005618	0.0036364	0.0	0.0050505	0.0059172	0.0	0.0059172	0.0035971	0.0099502	0.0030864	0.0044843	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.015625	0.0	0.0175439	0.0	0.0	0.0	0.0105263	0.0	0.0106383	0.010101	0.0122699	0.005988	0.0035971	
parrot sp. (<em class="sci">Psittaciformes sp. (parrot sp.)</em>)	0.0136054	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0029586	0.0071942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
Dusky Broadbill (<em class="sci">Corydon sumatranus</em>)	0.0340136	0.0220994	0.0449438	0.0109091	0.0406091	0.0555556	0.0295858	0.045045	0.0650888	0.0683453	0.0447761	0.0709877	0.058296	0.0598291	0.075	0.0310078	0.012987	0.0454545	0.075	0.038835	0.030303	0.037037	0.0204082	0.025641	0.0	0.0909091	0.1363636	0.0909091	0.0	0.0	0.0015	0.0	0.0	0.1034483	0.0	0.0	0.0	0.0701754	0.025	0.0422535	0.0	0.0	0.0291971	0.0425532	0.030303	0.0368098	0.0239521	0.0431655	
Silver-breasted Broadbill (<em class="sci">Serilophus lunatus</em>)	0.0	0.0055249	0.0	0.0	0.0	0.0	0.0	0.0	0.0088757	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.030303	0.0015	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-red Broadbill (<em class="sci">Cymbirhynchus macrorhynchos</em>)	0.2380952	0.2707182	0.2078652	0.2581818	0.2030457	0.2070707	0.260355	0.2837838	0.3284024	0.3669065	0.3781095	0.3364198	0.3811659	0.4188034	0.425	0.4341085	0.3246753	0.5606061	0.525	0.3786408	0.5151515	0.4444444	0.4489796	0.3076923	0.1851852	0.3181818	0.6363636	0.3409091	0.25	0.2380952	0.25	0.2307692	0.5555556	0.2758621	0.0625	0.453125	0.3225806	0.2105263	0.225	0.2957746	0.3018868	0.2736842	0.1970803	0.3617021	0.2424242	0.3251534	0.2095808	0.2230216	
Banded Broadbill (<em class="sci">Eurylaimus javanicus</em>)	0.0816327	0.0773481	0.1123596	0.1127273	0.0761421	0.1060606	0.0946746	0.0810811	0.1301775	0.0971223	0.1144279	0.1450617	0.1076233	0.0854701	0.125	0.0930233	0.1168831	0.0454545	0.125	0.0679612	0.0909091	0.037037	0.0816327	0.025641	0.037037	0.1363636	0.0909091	0.0681818	0.0	0.047619	0.0	0.0769231	0.0	0.137931	0.0	0.109375	0.0322581	0.122807	0.1	0.1267606	0.0754717	0.0631579	0.0510949	0.1489362	0.1010101	0.0981595	0.1017964	0.0683453	
Blue-rumped Pitta (<em class="sci">Hydrornis soror</em>)	0.1632653	0.1491713	0.1404494	0.1127273	0.106599	0.1161616	0.1360947	0.1261261	0.1627219	0.1366906	0.1393035	0.1419753	0.1255605	0.2222222	0.1875	0.1937984	0.038961	0.0833333	0.0625	0.0873786	0.0909091	0.0740741	0.0408163	0.0769231	0.0740741	0.0909091	0.0454545	0.0227273	0.0	0.0015	0.0	0.0015	0.0	0.1034483	0.0625	0.0	0.0	0.1754386	0.025	0.028169	0.0754717	0.0210526	0.0583942	0.0957447	0.030303	0.1042945	0.1137725	0.118705	
Bar-bellied Pitta (<em class="sci">Hydrornis elliotii</em>)	0.1972789	0.2320442	0.2359551	0.2254545	0.2639594	0.2525253	0.2781065	0.2522523	0.2573964	0.2122302	0.2587065	0.2561728	0.1748879	0.2991453	0.2625	0.248062	0.2077922	0.2121212	0.1875	0.184466	0.1515152	0.1481481	0.2244898	0.1794872	0.2222222	0.3636364	0.3181818	0.1363636	0.5	0.1904762	0.25	0.2307692	0.2222222	0.1724138	0.0625	0.015625	0.1935484	0.0877193	0.075	0.2394366	0.2075472	0.1157895	0.1751825	0.1914894	0.1414141	0.2208589	0.1736527	0.176259	
Blue-winged Pitta (<em class="sci">Pitta moluccensis</em>)	0.0	0.0	0.0	0.0036364	0.0050761	0.0	0.0059172	0.0045045	0.0118343	0.0035971	0.0149254	0.0061728	0.0134529	0.025641	0.175	0.248062	0.2597403	0.4469697	0.375	0.3883495	0.5757576	0.2592593	0.4693878	0.2564103	0.1111111	0.4090909	0.5	0.25	0.25	0.1428571	0.25	0.1538462	0.0	0.137931	0.0625	0.015625	0.0	0.0701754	0.0	0.0140845	0.0188679	0.0	0.0072993	0.0319149	0.0	0.0	0.0	0.0	
Fairy Pitta (<em class="sci">Pitta nympha</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
pitta sp. (genus Erythropitta/Hydrornis/Pitta) (<em class="sci">Pittidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0035971	
Golden-bellied Gerygone (<em class="sci">Gerygone sulphurea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scarlet Minivet (<em class="sci">Pericrocotus speciosus</em>)	0.1632653	0.2320442	0.2078652	0.1927273	0.177665	0.2424242	0.1597633	0.1126126	0.2011834	0.2086331	0.2935323	0.1882716	0.1479821	0.1623932	0.1875	0.255814	0.1558442	0.4393939	0.1875	0.1456311	0.1212121	0.2592593	0.2653061	0.0512821	0.1481481	0.1363636	0.2272727	0.1590909	0.25	0.2380952	0.25	0.3076923	0.2222222	0.2413793	0.1875	0.25	0.2258065	0.1052632	0.2	0.1690141	0.2830189	0.1052632	0.1970803	0.1914894	0.2020202	0.2269939	0.1736527	0.1726619	
Ashy Minivet (<em class="sci">Pericrocotus divaricatus</em>)	0.1564626	0.1049724	0.1179775	0.0836364	0.1675127	0.1464646	0.0650888	0.0675676	0.0828402	0.0935252	0.079602	0.0216049	0.0089686	0.008547	0.025	0.0	0.0	0.0	0.0	0.0097087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0985915	0.2075472	0.1684211	0.0875912	0.1489362	0.1919192	0.1349693	0.1676647	0.1294964	
Brown-rumped Minivet (<em class="sci">Pericrocotus cantonensis</em>)	0.2176871	0.2320442	0.2303371	0.1418182	0.1624365	0.1666667	0.1420118	0.0765766	0.1065089	0.0647482	0.0447761	0.0154321	0.0269058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084507	0.0754717	0.0947368	0.0948905	0.212766	0.1111111	0.196319	0.0778443	0.1690647	
Ashy/Brown-rumped Minivet (<em class="sci">Pericrocotus divaricatus/cantonensis</em>)	0.0	0.0	0.0	0.0072727	0.0050761	0.0	0.0177515	0.0045045	0.0	0.0035971	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.030303	0.0	0.0	0.0	
Rosy Minivet (<em class="sci">Pericrocotus roseus</em>)	0.0	0.0	0.0	0.0036364	0.0050761	0.0050505	0.0059172	0.009009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
minivet sp. (red minivet sp.) (<em class="sci">Pericrocotus sp. (red minivet sp.)</em>)	0.0	0.0	0.0	0.0036364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263	0.0	0.0	0.010101	0.0	0.0	0.0	
minivet sp. (grey minivet sp.) (<em class="sci">Pericrocotus sp. (grey minivet sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.006135	0.0	0.0	
