









Frequency of observations in the selected location(s).:
Number of taxa: 	279

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	64.0	29.0	30.0	53.0	39.0	37.0	36.0	34.0	20.0	22.0	27.0	49.0	31.0	37.0	47.0	41.0	40.0	33.0	19.0	35.0	42.0	32.0	34.0	41.0	21.0	36.0	34.0	22.0	23.0	22.0	22.0	54.0	43.0	41.0	38.0	48.0	82.0	48.0	69.0	107.0	45.0	49.0	31.0	27.0	20.0	35.0	23.0	81.0	

Purple-backed/Variegated Fairywren (<em class="sci">Malurus assimilis/lamberti</em>)	0.0	0.0	0.0333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0555556	0.0465116	0.0243902	0.0	0.0015	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Superb Fairywren (<em class="sci">Malurus cyaneus</em>)	0.4375	0.4137931	0.4	0.3396226	0.4102564	0.3513514	0.3333333	0.3235294	0.35	0.2272727	0.4074074	0.3061224	0.4193548	0.2972973	0.4468085	0.2195122	0.425	0.3333333	0.4210526	0.3714286	0.2857143	0.53125	0.2058824	0.3170732	0.3333333	0.4166667	0.5882353	0.6363636	0.3913043	0.4090909	0.5454545	0.5740741	0.4418605	0.4634146	0.5526316	0.5833333	0.3780488	0.5833333	0.3188406	0.2616822	0.3777778	0.4693878	0.2258065	0.4074074	0.3	0.4285714	0.4347826	0.5802469	
fairywren sp. (<em class="sci">Malurus sp.</em>)	0.0	0.0	0.0333333	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434783	0.0	
Eastern Spinebill (<em class="sci">Acanthorhynchus tenuirostris</em>)	0.078125	0.0344828	0.0333333	0.0377358	0.1025641	0.0810811	0.1944444	0.1176471	0.05	0.1363636	0.037037	0.0408163	0.1290323	0.1351351	0.1489362	0.0731707	0.05	0.1515152	0.1052632	0.1428571	0.1904762	0.125	0.2058824	0.1219512	0.1904762	0.1111111	0.0882353	0.1363636	0.1304348	0.0015	0.0454545	0.1111111	0.1395349	0.1219512	0.0263158	0.0833333	0.0487805	0.1458333	0.057971	0.0654206	0.0444444	0.0204082	0.0322581	0.1111111	0.1	0.0857143	0.0434783	0.037037	
Lewin's Honeyeater (<em class="sci">Meliphaga lewinii</em>)	0.015625	0.0344828	0.0	0.0188679	0.025641	0.027027	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0212766	0.0731707	0.025	0.0	0.0526316	0.0857143	0.0952381	0.0	0.0	0.0487805	0.0952381	0.0277778	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0487805	0.0	0.0	0.0	0.0416667	0.0	0.0093458	0.0222222	0.0	0.0015	0.0740741	0.0	0.0	0.0	0.037037	
Yellow-faced Honeyeater (<em class="sci">Caligavis chrysops</em>)	0.203125	0.1034483	0.1333333	0.1698113	0.2051282	0.1621622	0.3611111	0.2058824	0.05	0.3181818	0.1481481	0.0816327	0.1935484	0.1621622	0.3617021	0.3170732	0.3	0.2121212	0.1578947	0.2571429	0.1428571	0.125	0.2058824	0.2439024	0.3809524	0.3611111	0.1764706	0.2727273	0.2173913	0.1818182	0.1363636	0.3333333	0.4883721	0.5121951	0.2894737	0.3541667	0.3414634	0.3958333	0.2318841	0.1775701	0.2666667	0.2244898	0.1612903	0.2592593	0.2	0.2571429	0.0869565	0.2592593	
Yellow-tufted Honeyeater (<em class="sci">Lichenostomus melanops</em>)	0.015625	0.0344828	0.0333333	0.0	0.1282051	0.0540541	0.0	0.0294118	0.05	0.0	0.1481481	0.0408163	0.0	0.027027	0.0	0.0	0.0015	0.030303	0.0	0.0	0.0	0.03125	0.0588235	0.0243902	0.0	0.0277778	0.0	0.0454545	0.0	0.0015	0.0	0.037037	0.0465116	0.0731707	0.0263158	0.0208333	0.0365854	0.0625	0.1014493	0.0373832	0.0444444	0.0612245	0.0322581	0.0	0.05	0.0	0.0	0.0123457	
Bell Miner (<em class="sci">Manorina melanophrys</em>)	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Noisy Miner (<em class="sci">Manorina melanocephala</em>)	0.21875	0.2068966	0.3	0.2830189	0.2307692	0.2702703	0.1666667	0.3235294	0.4	0.1818182	0.3703704	0.3265306	0.2903226	0.3243243	0.2978723	0.3170732	0.5	0.2424242	0.4210526	0.4285714	0.2857143	0.34375	0.2647059	0.4634146	0.1428571	0.2777778	0.3529412	0.4545455	0.3478261	0.3636364	0.3181818	0.4074074	0.2325581	0.3658537	0.5526316	0.2291667	0.402439	0.2916667	0.2898551	0.2523364	0.4222222	0.1632653	0.3548387	0.3703704	0.2	0.1428571	0.2608696	0.2098765	
Spiny-cheeked Honeyeater (<em class="sci">Acanthagenys rufogularis</em>)	0.03125	0.1034483	0.1	0.0188679	0.0015	0.0540541	0.0	0.0588235	0.0	0.0454545	0.037037	0.0816327	0.0	0.027027	0.0	0.0	0.075	0.1212121	0.0526316	0.0285714	0.047619	0.03125	0.1176471	0.0731707	0.0	0.0277778	0.0294118	0.0	0.0869565	0.0015	0.0909091	0.0555556	0.1627907	0.1463415	0.0526316	0.1041667	0.097561	0.125	0.0289855	0.0934579	0.1111111	0.1428571	0.0	0.037037	0.1	0.0571429	0.0434783	0.0617284	
Little Wattlebird (<em class="sci">Anthochaera chrysoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Regent Honeyeater (<em class="sci">Anthochaera phrygia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185185	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	
Red Wattlebird (<em class="sci">Anthochaera carunculata</em>)	0.140625	0.1724138	0.0333333	0.2264151	0.2051282	0.2162162	0.2777778	0.0294118	0.1	0.2272727	0.037037	0.1020408	0.1612903	0.0540541	0.2340426	0.3170732	0.225	0.1212121	0.2631579	0.1142857	0.0714286	0.15625	0.1176471	0.097561	0.2380952	0.1388889	0.1176471	0.2272727	0.2173913	0.1818182	0.0909091	0.1666667	0.1395349	0.2195122	0.1052632	0.1666667	0.1097561	0.2083333	0.1304348	0.0747664	0.1111111	0.2040816	0.1290323	0.1111111	0.25	0.2285714	0.0434783	0.1851852	
Singing Honeyeater (<em class="sci">Gavicalis virescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0869565	0.0454545	0.0909091	0.0	0.0232558	0.0	0.0	0.0	0.0	0.0208333	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	
White-plumed Honeyeater (<em class="sci">Ptilotula penicillata</em>)	0.15625	0.2758621	0.3666667	0.1320755	0.2051282	0.1621622	0.0833333	0.2058824	0.25	0.2272727	0.3333333	0.2244898	0.0967742	0.1891892	0.1489362	0.1219512	0.175	0.2727273	0.2105263	0.3142857	0.1428571	0.25	0.3235294	0.2926829	0.1904762	0.2777778	0.1470588	0.2272727	0.0869565	0.3181818	0.3181818	0.2407407	0.3488372	0.3902439	0.2105263	0.2083333	0.3292683	0.2708333	0.3043478	0.2897196	0.3333333	0.2244898	0.2258065	0.2222222	0.15	0.2571429	0.2173913	0.2222222	
Fuscous Honeyeater (<em class="sci">Ptilotula fusca</em>)	0.0	0.0	0.1	0.0	0.0512821	0.027027	0.0277778	0.0	0.0	0.0454545	0.0740741	0.0204082	0.0	0.0	0.0212766	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0909091	0.0	0.0	0.0454545	0.037037	0.0232558	0.0487805	0.0	0.0208333	0.0243902	0.0416667	0.0434783	0.046729	0.0444444	0.0408163	0.0322581	0.0	0.0	0.0	0.0	0.0015	
Black Honeyeater (<em class="sci">Sugomel nigrum</em>)	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scarlet Honeyeater (<em class="sci">Myzomela sanguinolenta</em>)	0.03125	0.0	0.1333333	0.0754717	0.0769231	0.0540541	0.1111111	0.0	0.0	0.0909091	0.1481481	0.0612245	0.0	0.027027	0.0425532	0.0243902	0.025	0.0	0.0	0.0285714	0.0	0.0	0.0294118	0.0243902	0.047619	0.0	0.0588235	0.0	0.0	0.0	0.0909091	0.0	0.0697674	0.0	0.0	0.0416667	0.0	0.0416667	0.0434783	0.0280374	0.0015	0.0	0.0645161	0.0	0.1	0.0285714	0.0	0.0246914	
Brown Honeyeater (<em class="sci">Lichmera indistincta</em>)	0.0	0.0	0.0333333	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487805	0.0	0.030303	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0015	0.0	0.0232558	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Crescent Honeyeater (<em class="sci">Phylidonyris pyrrhopterus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0246914	
New Holland Honeyeater (<em class="sci">Phylidonyris novaehollandiae</em>)	0.015625	0.0	0.0	0.0	0.0	0.1081081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	
White-eared Honeyeater (<em class="sci">Nesoptilotis leucotis</em>)	0.046875	0.1034483	0.3	0.0188679	0.2307692	0.0810811	0.1666667	0.1470588	0.2	0.2727273	0.1851852	0.1632653	0.0645161	0.0810811	0.1702128	0.0731707	0.075	0.2121212	0.2105263	0.0857143	0.0714286	0.1875	0.1176471	0.0731707	0.0	0.1111111	0.0	0.1818182	0.0	0.0454545	0.0	0.1296296	0.1395349	0.1219512	0.0789474	0.125	0.097561	0.1458333	0.1594203	0.0747664	0.0888889	0.0408163	0.0967742	0.0740741	0.1	0.0571429	0.0	0.1111111	
Blue-faced Honeyeater (<em class="sci">Entomyzon cyanotis</em>)	0.03125	0.0015	0.0333333	0.0566038	0.025641	0.1081081	0.0015	0.1176471	0.15	0.0454545	0.0740741	0.0408163	0.0322581	0.027027	0.0212766	0.0487805	0.05	0.0	0.1052632	0.0571429	0.0238095	0.09375	0.0588235	0.0731707	0.047619	0.0833333	0.0294118	0.0	0.0	0.0909091	0.0454545	0.0555556	0.0465116	0.0487805	0.0263158	0.0625	0.0243902	0.0416667	0.0434783	0.0654206	0.0222222	0.0204082	0.1290323	0.0	0.0015	0.0	0.0	0.0246914	
White-naped Honeyeater (<em class="sci">Melithreptus lunatus</em>)	0.046875	0.0	0.0	0.0	0.1025641	0.027027	0.2222222	0.0294118	0.0	0.1818182	0.0740741	0.0408163	0.0	0.0	0.0851064	0.0243902	0.075	0.0606061	0.0	0.0857143	0.1190476	0.03125	0.0294118	0.0243902	0.047619	0.0833333	0.0	0.0454545	0.0869565	0.0015	0.0	0.1111111	0.0930233	0.1707317	0.0	0.0833333	0.0609756	0.0625	0.057971	0.046729	0.0444444	0.0408163	0.0322581	0.037037	0.1	0.0571429	0.0	0.0864198	
Brown-headed Honeyeater (<em class="sci">Melithreptus brevirostris</em>)	0.078125	0.0	0.1333333	0.0566038	0.0512821	0.0	0.1111111	0.1176471	0.05	0.0909091	0.1111111	0.0408163	0.0	0.0540541	0.0425532	0.0243902	0.1	0.030303	0.0	0.0	0.0714286	0.09375	0.0294118	0.0731707	0.1428571	0.0833333	0.0588235	0.0454545	0.0	0.0015	0.0454545	0.0925926	0.1395349	0.195122	0.0526316	0.0208333	0.1341463	0.1041667	0.1014493	0.1028037	0.1111111	0.1020408	0.0645161	0.0	0.0	0.0	0.0	0.0617284	
Black-chinned Honeyeater (<em class="sci">Melithreptus gularis</em>)	0.0	0.0344828	0.0666667	0.0	0.025641	0.027027	0.0	0.0294118	0.0	0.0454545	0.0	0.0204082	0.0	0.0	0.0	0.0	0.025	0.030303	0.0	0.0285714	0.0	0.0	0.0294118	0.0	0.0	0.0277778	0.0	0.0454545	0.0	0.0	0.0454545	0.0185185	0.0697674	0.0731707	0.0	0.0	0.0609756	0.0416667	0.0	0.0280374	0.0666667	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	
Striped Honeyeater (<em class="sci">Plectorhyncha lanceolata</em>)	0.015625	0.0689655	0.1333333	0.0566038	0.025641	0.027027	0.0555556	0.0588235	0.0	0.1818182	0.1851852	0.0408163	0.0322581	0.027027	0.0212766	0.0015	0.075	0.0606061	0.0526316	0.0285714	0.0	0.0625	0.0294118	0.0243902	0.0	0.0277778	0.0	0.0454545	0.0	0.0454545	0.0909091	0.0740741	0.0930233	0.195122	0.0789474	0.0833333	0.1463415	0.1041667	0.1449275	0.1308411	0.1333333	0.0816327	0.0967742	0.037037	0.05	0.0285714	0.0	0.037037	
Painted Honeyeater (<em class="sci">Grantiella picta</em>)	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232558	0.0	0.0015	0.0416667	0.0609756	0.0208333	0.057971	0.0280374	0.0888889	0.0	0.0967742	0.0015	0.0	0.0	0.0	0.0	
Little Friarbird (<em class="sci">Philemon citreogularis</em>)	0.0015	0.0	0.0	0.0188679	0.0	0.0	0.0	0.0588235	0.05	0.0909091	0.0	0.0	0.0322581	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0487805	0.0789474	0.0625	0.0015	0.0	0.0	0.0560748	0.0666667	0.0015	0.0322581	0.037037	0.05	0.0285714	0.0434783	0.0	
Noisy Friarbird (<em class="sci">Philemon corniculatus</em>)	0.296875	0.1724138	0.4333333	0.3018868	0.3333333	0.1891892	0.4166667	0.2941176	0.25	0.2727273	0.3703704	0.2040816	0.1612903	0.2702703	0.1914894	0.1219512	0.275	0.3333333	0.1052632	0.0571429	0.0952381	0.09375	0.0882353	0.1219512	0.1428571	0.2222222	0.2941176	0.1818182	0.2608696	0.2272727	0.1363636	0.3148148	0.5348837	0.6585366	0.5263158	0.5	0.6463415	0.5833333	0.4347826	0.588785	0.5555556	0.4489796	0.483871	0.4814815	0.3	0.2571429	0.3913043	0.4197531	
friarbird sp. (<em class="sci">Philemon sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Meliphagidae sp. (<em class="sci">Meliphagidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Pardalote (<em class="sci">Pardalotus punctatus</em>)	0.09375	0.0344828	0.0666667	0.1509434	0.1794872	0.0810811	0.4166667	0.2941176	0.05	0.4545455	0.3333333	0.3673469	0.1290323	0.2432432	0.2978723	0.2926829	0.3	0.1818182	0.2105263	0.3142857	0.2142857	0.0625	0.1764706	0.1463415	0.1904762	0.1666667	0.2058824	0.2272727	0.1304348	0.1363636	0.2272727	0.3518519	0.2325581	0.2682927	0.1052632	0.2291667	0.3414634	0.1666667	0.115942	0.1214953	0.1333333	0.2244898	0.0967742	0.2222222	0.1	0.1714286	0.0434783	0.1111111	
Striated Pardalote (<em class="sci">Pardalotus striatus</em>)	0.15625	0.1724138	0.2	0.1509434	0.1538462	0.1351351	0.3333333	0.2058824	0.1	0.3181818	0.4074074	0.3265306	0.1290323	0.2162162	0.1276596	0.195122	0.15	0.2121212	0.1052632	0.0571429	0.1666667	0.125	0.2647059	0.1463415	0.1904762	0.3055556	0.2941176	0.1818182	0.2608696	0.3181818	0.5909091	0.3703704	0.4651163	0.5121951	0.3947368	0.2916667	0.4634146	0.3958333	0.1884058	0.2803738	0.3333333	0.2857143	0.2580645	0.2592593	0.15	0.4285714	0.0015	0.1358025	
Speckled Warbler (<em class="sci">Pyrrholaemus sagittatus</em>)	0.046875	0.0344828	0.2	0.0566038	0.1282051	0.0	0.0555556	0.0015	0.05	0.1363636	0.1481481	0.122449	0.0	0.027027	0.0212766	0.0015	0.05	0.0909091	0.2631579	0.0285714	0.0238095	0.03125	0.1176471	0.0731707	0.0952381	0.0277778	0.0294118	0.1818182	0.0	0.0454545	0.0909091	0.1296296	0.0930233	0.0731707	0.0789474	0.0015	0.097561	0.0625	0.2463768	0.1214953	0.0888889	0.0816327	0.0	0.0	0.1	0.0571429	0.0	0.0864198	
Chestnut-rumped Heathwren (<em class="sci">Hylacola pyrrhopygia</em>)	0.0	0.0	0.0333333	0.0	0.025641	0.0	0.0	0.0294118	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.03125	0.0294118	0.0	0.0	0.0277778	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0232558	0.0487805	0.0	0.0015	0.0243902	0.0208333	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Weebill (<em class="sci">Smicrornis brevirostris</em>)	0.0625	0.0344828	0.3333333	0.0943396	0.0769231	0.1081081	0.1111111	0.0882353	0.05	0.0909091	0.2222222	0.244898	0.0322581	0.0540541	0.0425532	0.0487805	0.025	0.1212121	0.1578947	0.0285714	0.0238095	0.1875	0.1764706	0.1707317	0.047619	0.0277778	0.1176471	0.1363636	0.0	0.1363636	0.1818182	0.1481481	0.1860465	0.2195122	0.1052632	0.0833333	0.2317073	0.1041667	0.1304348	0.1401869	0.2888889	0.0816327	0.0	0.037037	0.1	0.0571429	0.0434783	0.0987654	
Yellow-throated Scrubwren (<em class="sci">Neosericornis citreogularis</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0015	0.0238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0571429	0.0	0.0	
Rockwarbler (<em class="sci">Origma solitaria</em>)	0.0	0.0	0.0333333	0.0	0.0	0.027027	0.0	0.0294118	0.0	0.0454545	0.0	0.0204082	0.0322581	0.0	0.0	0.0243902	0.0	0.0606061	0.0526316	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0909091	0.0	0.0	0.0232558	0.0731707	0.0	0.0625	0.0121951	0.0	0.0289855	0.0093458	0.0222222	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
White-browed Scrubwren (<em class="sci">Sericornis frontalis</em>)	0.125	0.0689655	0.0	0.0754717	0.1538462	0.0810811	0.0	0.1176471	0.05	0.1363636	0.0740741	0.0204082	0.0322581	0.0540541	0.1276596	0.0487805	0.1	0.0606061	0.1578947	0.0857143	0.1428571	0.09375	0.0294118	0.097561	0.1428571	0.0277778	0.1176471	0.0454545	0.1304348	0.0454545	0.0454545	0.1111111	0.1627907	0.1707317	0.1578947	0.1041667	0.0487805	0.1458333	0.0869565	0.046729	0.0222222	0.0816327	0.0645161	0.0740741	0.2	0.2571429	0.0869565	0.0864198	
Large-billed Scrubwren (<em class="sci">Sericornis magnirostra</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0277778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	
Southern Whiteface (<em class="sci">Aphelocephala leucopsis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-rumped Thornbill (<em class="sci">Acanthiza chrysorrhoa</em>)	0.1875	0.1034483	0.2	0.245283	0.0769231	0.2162162	0.1111111	0.1470588	0.15	0.1363636	0.2222222	0.2040816	0.1612903	0.1081081	0.1276596	0.1463415	0.25	0.3030303	0.2105263	0.1142857	0.1904762	0.34375	0.2647059	0.2439024	0.2380952	0.2777778	0.3823529	0.5	0.4782609	0.4545455	0.2272727	0.3148148	0.2093023	0.1463415	0.2894737	0.1875	0.2317073	0.25	0.2608696	0.1775701	0.2444444	0.1632653	0.3225806	0.1481481	0.2	0.1714286	0.2608696	0.2716049	
Yellow Thornbill (<em class="sci">Acanthiza nana</em>)	0.125	0.0344828	0.0333333	0.1132075	0.1794872	0.0540541	0.0833333	0.1176471	0.15	0.1363636	0.1851852	0.1428571	0.1290323	0.1081081	0.1489362	0.097561	0.125	0.1818182	0.1578947	0.1428571	0.0952381	0.21875	0.2058824	0.1707317	0.1428571	0.0833333	0.2058824	0.3636364	0.0434783	0.0909091	0.1363636	0.2407407	0.1627907	0.2926829	0.1315789	0.0625	0.1463415	0.1041667	0.1304348	0.1495327	0.1555556	0.1428571	0.0645161	0.037037	0.05	0.1142857	0.0434783	0.1358025	
Striated Thornbill (<em class="sci">Acanthiza lineata</em>)	0.078125	0.0015	0.0333333	0.0	0.1025641	0.0540541	0.1666667	0.0882353	0.05	0.1818182	0.0740741	0.0204082	0.0322581	0.0810811	0.0425532	0.0243902	0.05	0.0606061	0.0526316	0.1142857	0.2619048	0.0625	0.0588235	0.097561	0.0952381	0.0277778	0.0588235	0.1818182	0.0434783	0.0454545	0.0454545	0.0740741	0.0465116	0.1463415	0.1052632	0.0416667	0.0487805	0.0625	0.0724638	0.0560748	0.0	0.0204082	0.0322581	0.0740741	0.05	0.1142857	0.0	0.0493827	
Brown Thornbill (<em class="sci">Acanthiza pusilla</em>)	0.15625	0.1034483	0.1333333	0.1320755	0.1025641	0.1351351	0.2777778	0.0588235	0.15	0.2727273	0.1481481	0.0816327	0.1935484	0.1081081	0.212766	0.2195122	0.125	0.1818182	0.2105263	0.2	0.3095238	0.1875	0.1176471	0.097561	0.1904762	0.1388889	0.0588235	0.2272727	0.0869565	0.1818182	0.0454545	0.0925926	0.0930233	0.1463415	0.2105263	0.0833333	0.1341463	0.2083333	0.2028986	0.1121495	0.0888889	0.1020408	0.1290323	0.1111111	0.3	0.2	0.0869565	0.1481481	
Buff-rumped Thornbill (<em class="sci">Acanthiza reguloides</em>)	0.0	0.0344828	0.1	0.0754717	0.0512821	0.027027	0.0555556	0.0588235	0.05	0.1363636	0.1481481	0.0612245	0.0322581	0.0540541	0.1276596	0.0731707	0.075	0.0909091	0.1578947	0.0	0.0952381	0.09375	0.1176471	0.0487805	0.047619	0.1111111	0.0588235	0.1363636	0.0	0.0909091	0.0454545	0.0555556	0.0930233	0.1219512	0.0789474	0.0208333	0.0853659	0.125	0.0724638	0.046729	0.1111111	0.0612245	0.0	0.0	0.0	0.0285714	0.0434783	0.0740741	
thornbill sp. (<em class="sci">Acanthiza sp.</em>)	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Gerygone (<em class="sci">Gerygone mouki</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487805	0.0	0.0277778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0280374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	
White-throated Gerygone (<em class="sci">Gerygone olivacea</em>)	0.046875	0.0	0.1	0.0754717	0.0769231	0.027027	0.0277778	0.0588235	0.0	0.0454545	0.1111111	0.0408163	0.0322581	0.0810811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0465116	0.1707317	0.1315789	0.125	0.2073171	0.1666667	0.173913	0.1962617	0.1777778	0.0612245	0.2903226	0.1111111	0.0	0.0285714	0.0869565	0.1234568	
